ID;Başlık;Yazar;Yazar ID;İşaretler;Favori mi?;Favori Sayısı;Yorum Sayısı;İçerik;Oluşturulma Tarihi;Güncelleme Tarihi
"104025313";"meditasyon";"ruvi";"1451384";"share report vote";"Evet";"3";"0";"http://pozitif.blog/…ldugum-gibi-tam-degerli-guclu/ çokça sevgi, çokça empati...";"23.03.2020 20:15";""
"100139963";"meditasyon";"yorungeden cikan uydu";"1707180";"share report vote";"Evet";"0";"0";"bir çok kişi yararlarından bahsetmiş. elbette yararları var ancak bu yararlar amaç değil detay olarak kalmalı yoksa meditasyonu bir araç haline getirmiş olursunuz ki zihin haz sonuçlu faydalara odaklanmaya başlar. amaç zihni tüm düşüncelerden azade etmekse eğer fayda ya da faydasız... haz ve keyif gibi sonuç nitelikli düşüncelerden de kurtarıp özgürleştirmek gerek. bunu yapabildikten sonra hissedilen duygunun elbette keyfine varılmalı ama sırf bu duyguya ulaşmak için yapılan meditasyon zihinde doğal olarak negatifini de uyandırır ve gereksiz bir strese sokabilir sizi. öyleyse nehir gibi akmalı. zihin bazen durgun bazen coşkulu olabilir. bazen duru bazen çer çöpte sürükleyebilir. bunların önemi yok önemli olan akabilmekte.";"06.01.2020 14:10";""
"99419229";"meditasyon";"spontansanat";"2218127";"share report vote";"Evet";"4";"0";"meditasyon, ıstırabınızın ve sevincinizin doğasına, onu kanıksama yerine, derinlemesine bakma pratiğidir. dikkat enerjisiyle, konsantrasyon yoluyla, ıstırabımızın doğasına derinlemesine bakmak, bu ıstırapların derin nedenlerini görmemizi mümkün kılar. dikkat ve konsantrasyonu canlı tutabiliyorsanız, derinlemesine bakmak size acılarınızın gerçek doğasını açığa çıkaracaktır. ve özgürlük, acınızın doğasına dair derin bir vizyon, ilgi ve bakışı sürdürmeniz sonucunda ortaya çıkacaktır. sağlamlık, özgürlük, huzur ve neşe meditasyonun meyveleridir.";"21.12.2019 16:57";"21.12.2019 17:10"
"98187840";"meditasyon";"sosyal filozof";"1604844";"share report vote";"Evet";"24";"0";"netflix'te yer alan explained belgesel dizisinin the mind serisindeki ""farkındalık"" bölümü, merak edenler için bilgilendirici olabilir. yaklaşık 20 dakikada, meditasyon sırasında beynimizde neler olup bittiğini, uzmanlar ve profesörler aracılığıyla, bilimsel verilere dayanarak sunuyorlar.";"23.11.2019 19:18";"23.11.2019 19:25"
"94408084";"meditasyon";"rinnegan";"1018192";"share report vote";"Evet";"8";"0";"robert adams'dan konuşmalar. (ramana maharshi'nin yanında uzun bir süre yaşamış, sonrasında amerika'ya geri dönüp orada bilgeliğini paylaşmıştır.) --------- ""günün birinde iki arayıcı nehrin diğer tarafında yaşayan büyük bir bilgeyi ziyaret etmek ister. yağmurlu bir gündür, fırtına çıkmıştır. karşıya geçmeye çalışırlarsa boğulma riskleri vardır. yine de gitmeye karar verirler çünkü bilgeyi görmeleri çok önemlidir. hayatları ikinci plandadır. onları karşıya geçirecek bir kayıkçı bulmaya çalışırlar. bir kayıkçı, iki kayıkçı derken kimse onları hava kötü olduğu için götürmek istemez. en sonunda biri 'madem bilgeyi görmek istiyorsunuz, ben sizi karşıya geçiririm, ama hayatınızın tehlikede olacağını unutmayın' diyerek 'buna rağmen gitmek istiyor musunuz' sorusunu ekler. 'evet' cevabını verirler. kayığa binerler. kayıkçı dalgaların arasında sallanan kayıkta kürek çekmektedir. kayığa su dolmaktadır. bu esnada kayıkçı 'geri döneyim mi' diye sorar, 'hayır devam et' derler. iki arayıcı en sonunda kıyıya ayak basar ve bilgenin yanından gelen çok büyük bir hacı grubu görürler. hemen hacılara 'bilge ne tarafta? bilgenin aşramına nasıl gidebiliriz?' diye sorarlar. iki arayıcıya da şöyle bir bakan hacılar cevabı verir: 'aptallar! sizi buraya geçiren kayıkçı bilgenin ta kendisiydi!' geriye dönüp bakarlar ama kayıkçı ortadan kaybolmuştur."" bu öykünün amacı neydi? hiçbir amacı yoktu. (gülüşmeler) neden bu öyküyü anlatıyorum? zaman geçsin diye. (gülüşmeler) size bu öyküyü anlatmanın hiçbir sebebi yoktu. (gülüşmeler) işte hayat da böyledir. (gülüşmeler) ciddi oluruz, dinlerle uğraşırız. bilgelerle, kitaplarla uğraşırız. sanki bunlar bize yardım edecekmiş gibi. görünüşte ederler. dünyanın da görünüşte gerçek olması gibi. ama bu dünyadaki hiçbir şey gerçekten size yardım edemez. çünkü ne sen gerçeksin ne de dünya gerçek. sen saf farkındalıksın. bunu görmek ve bulmak için hiçbir şey yapmana gerek yok. sen zaten o'sun!";"25.08.2019 02:11";"25.08.2019 02:17"
"96874482";"meditasyon";"mal de l amor";"1152479";"share report vote";"Evet";"7";"0";"loş ışıkta uzanmış meditasyon müziği dinlerken aklıma geldi bir anda. yıllar önce merak sarmıştım meditasyona. bir akşam ablamla önce biraz yoga yaptık sonra da ikimiz de karşılıklı yataklara uzanıp meditasyona geçtik. o sırada annem girdi içeri. gözlerimiz de kapalıydı. karnımda bir ağırlık hissettim. gözlerimi açtığımda karnımda çerez tabağı olduğunu gördüm. ikimizin de karnına bırakıp çıktı tabakları. o gün anladım aile evinde depresyona girilemediği gibi meditasyon da yapılamayacağını * ha bir de, ne zaman youtube'den meditasyon müziği açsam altındaki yorumlar yüzünden gülme krizine giriyorum. bu ülkede de zor, insanın gülesi geliyor. yine krize girdim gece gece. https://youtu.be/e2ogi1jtsgs https://youtu.be/ica8wdgrkvo";"22.10.2019 22:26";"22.10.2019 22:40"
"96970419";"meditasyon";"dogville";"888284";"share report vote";"Evet";"3";"0";"farkındalığınızı vererek yaptığınız her şey meditasyondur. (bkz: meditasyon app)";"25.10.2019 09:45";""
"97022188";"meditasyon";"doyoubelieveinlifeafterlove";"598807";"share report vote";"Evet";"26";"0";"hayatınızda düzgün gitmeyen şeylerin sayısı artınca negatif düşünce döngüsüne giriyorsunuz. bu düşüncelere dikkat kesildikçe onlar daha da canlanıyor ve hayal gücünüzü de kullanıp olmamış/olasılığı düşük saçma sapan olaylar hakkında da endişelenmenize yol açıyor. bu döngüyü kırmak için o aklınızdan geçen olumsuz/kendinizi ya da başkalarını yargılayan düşünceleri kaale almıyoruz, umursamıyoruz, dikkat kesilmiyoruz ve en önemlisi sahiplenmiyoruz. bu düşünceleri itmeye de çalışmıyoruz (çünkü engellemeye çalışırsak daha fazla güçlenir) sadece gözlemci konumda kalıyoruz ve içinizde konuşan o sesi sadece izliyoruz, düşüncelerin gelip gitmesine izin veriyoruz. sanılanın aksine düşünüyorum öyleyse varım yanlıştır. zihin denilen şey devamlı konuşur ve bu içsel otomatik monologların çoğu negatiftir. örneğin, bir şeyi hatırlamaya çalışmak hatırlamanızı güçleştirir. zihniniz sakin ve dinginken o hatırlamaya çalıştığınız şeyin aklınıza birden geldiğine çoğu kez şahit olmuşsunuzdur. yürürken sadece yürüyün, etrafı izlerken sadece etrafı izleyin. otomatik pilotta takılmayın. anın farkına varın. unutmayın düşüncelerinizin kalitesi hayatınızın kalitesini belirler. zihniniz sakinken performansınız artar, seçimleriniz daha mantıklı bir hal alır, algılarınız açılır, konsantrasyonunuz artar. sakın istanbul’da, bu iş ortamında nasıl zihnimizi susturacağız demeyin. aynı kaynayan su patatesi yumuşatırken, yumurtayı sertleştirir. olduğunuz şey dışardaki koşullardan çok ne olduğunuza ve algılama şeklinize bağlı. hepimize sakin zihinli günler diliyorum.";"26.10.2019 16:19";""
"113576418";"meditasyon";"tuzakca";"1728211";"share report vote";"Evet";"3";"0";"bir buçuk senedir meditasyonla haşır neşirim ama şu şefkat meditasyonunu hâlâ anlayamadım. sevmediğim kişiye niye ""iyi ol, mutlu ol, sağlıklı ol"" temennisinde bulunuyorum ki? ne hali varsa görsün. neyim ben çok yüce bir şeyim de içimdeki ulvi şefkatle her canlıya sevgiyle yaklaşıyorum. bu safi kibir değil midir? içimdeki affedemediklerime ""yüce"" sevgimle yaklaşmak... ay, bağışlayıcılığım beni bile vecd haline getirdi! (bkz: gerçek meditasyon bu değil)";"28.09.2020 00:06";""
"115208552";"meditasyon";"agirroman";"375744";"share report vote";"Evet";"1";"0";"deniz bağan önceden arada bir zorlu psm‘de verdiği meditasyon 101 atölyesini şimdilerde online sunuyor. gerçekten ilgi duyanlar kendisini takip edip bu eğitime katılabilir. başka mindfulnesscıların da türlü türlü online etkinlikleri oluyor, hem teorik bilgi hem uygulama içeren bir dolu buluşma gerçekleşiyor. henüz hapı üretilmedi üzgünüm, hala kendinizi yorup, zahmet edip, emek vermek zorundasınız.";"05.11.2020 20:03";""
"119176339";"meditasyon";"frodillo1";"1197767";"share report vote";"Evet";"2";"0";"beni bebek gibi uyutan farkındalık. bu konuyu biraz okudum, daha az anladım, ondan da az uyguladım: ama bende işe yarıyor, bence. ne zaman meditasyon yapayım desem küt diye dünyanın en harika uykusuna dalıyorum. geçen gün yine uyumuşum böyle, bir arkadaşıma bahsettim. ""oturduğun yerde nasıl uyuyorsun?"" diye şok oldu. ""yok canım oturmuyorum, yatıyorum ben. geçen 8.5 saat yattığım gibi uyumuşum"" dedim. ""bütün gece sırt üstü mü yattın?"" diye şok oldu bu sefer de. ""yok yahu, sırt üstü uyuyamam ben, yan yattım ama kulağım çok ağrımış"" dedim. ""sen pijamalarını giyip ışığı kapatıp nevresime bürünüp öyle mi meditasyon yapıyorsun?"" diye kahkaha attı bu sefer. yani evet böyle yapıyorum ne var? sessiz bir ortam olsun (yatak odası, check.), rahat bir şeyler giyin (pijama, check), rahat bir pozisyon alın (yatağa yan yatış, check), şimdi de salın düşünceleri tutmayın kafada (saniyesinde horlama, check) millet beğenmiyor ama valla billa çok mutluyum ben bu istenc stili meditasyonla.";"05.02.2021 17:34";""
"119706335";"meditasyon";"annebenmanyagim";"1404602";"share report vote";"Evet";"0";"0";"var misin ki yok olmaktan korkuyorsun? zihnimizde olaylara, durumlara verdigimiz tepkiler her an degisebilir, yikilmaz sandigimiz duvarlar yikilir, olmaz dediklerimiz olur ve sonunda sen kalirsin. o sapasaglam durusun ayni zamanda en zavalli anin yer alir... ancak kontrol edebilecegin tek sey senin durusundur. akintiyi izlersin. akinti ile bir olursun.";"18.02.2021 00:41";""
"67054527";"meditasyon";"densiz";"1343916";"share report vote";"Evet";"4";"0";"etrafında olan şeylerin olmasına izin vererek, içinde bulunduğun şu an ile barışık, hiçbir hareketi, hiçbir sesi yargılamadan, zihnine üşüşen düşüncelerin, çarğırışmların farkında olarak sessiz bir gözlemci olup sonsuz bir boşluğun ortasında allah'ı tanrı'yı evrenin enerjisi'ni varlığı, sınırlı ve değişken olan hayatın ötesindeki değişimsiz bir sonsuzluk olan yaşamı,hissedebilecek kadar farkında, uyanık, hassas olma hâli. diğer bir deyişle meditasyon bir yapış değil bir görüştür. canlı ve cansız varlıklara, seslere, kokulara onların sende geçmişe dayalı bilgilerin ürünü imajlarından arındırıp sanki ilk defa görüyormuşçasına yeniden bakmak ve gerçekten görmektir. ulaşılacak bir nokta, varılacak bir yer yoktur. efor yoktur çünki yapmak eylemi varsa direnç vardır, direnç varsa direnilen ve direnen olarak iki ayrı unsur, dualite var demektir. analiz yoktur, anlamaya çalışma, anlamlandırma yoktur. istek ya da beklenti yoktur. yolu sana martıların, çocukların, satıcıların sokaktaki sesleri gösterir, yapraklarını teslim ederek dallarını kucağına bıraktığı rüzgarın, perdeni hareketlendirerek yüzünde sönümlenmesi gösterir, uzakta ağlayan bir bebek sesini, en uzaktan geçmekte olan bir ambulansın ya da az sonra kaybolacak olan bir uçağın gürültüsünü takip edersin. seslere tutunarak sessizliklerin farkına varır, o engin sessiz boşluğun mevcudiyetinde sonsuzluğa ait olduğunu, senin formsuz özünü, ""kendim ve ben"" olarak ikiye böldüğün mevcudiyetinin tek olduğunu fark edip kendini bilinmeyene tam ve koşulsuz bir teslimiyet ile bilinmeyenin bilinmemesine bırakarak idrak edersin.";"25.03.2017 01:19";"25.03.2017 03:16"
"67115819";"meditasyon";"ayakabi";"534436";"share report vote";"Evet";"0";"0";"gecen gun bi on sn. yapmayi basardigim sey. o on. sn. bile o kadar muthisti ki yarim saat yapsam herhalde nirvana karsimda finish cizgisi gibi bayrak olup dalgalanir. yarin ise gidince bi posta meditasyon yapacagim, hadi bakalim. muzik helps bence.";"28.03.2017 00:36";""
"67752248";"meditasyon";"damdanakan";"638109";"share report vote";"Evet";"0";"0";"bir buçuk yıldır yapıyorum ama bir buçuk yılda gelinmesi gereken yere gelemedim. odaklanmam çok zor oluyor. bu konuda önerilerinizi bekliyorum. podcast dinlemek işe yarar mı? her gün aynı saatte yapmaya mı çalışayım? zor bir dönemden geçiyorum. zihnim hiç bu kadar kalabalık ve allak bullak olmamıştı. ılaçların faydası sınırlı. biraz sakinleşmem gerekiyor.";"27.04.2017 10:09";""
"60455144";"meditasyon";"okunduolarakisaretle";"1157855";"share report vote";"Evet";"4";"0";"ilk meditasyon deneyimimi küçük bir odada dört kadınla birlikte gerçekleştirdim. herhangi bir teknikten haberdar olmadığım için öylece oturdum sırtımı duvara verip. yumuşak bir battaniye vardı altımda ve yastıklarla belim yumuşacıktı. gözlerimi kapadım, uzun süre gözlerimi kapamanın ne kadar zor olduğunu düşündüm. titreyip duran kirpiklerim gitgide canımı sıkmaya başlamıştı, gözlerim hiç olmadığı kadar ağırlaşmıştı. vücudumun bu en ince, en hafif yapısının bana bunca zorluk vereceğini kestirebilmek güç, denemesem. bir süre sonra gözlerimi ovuşturarak göz kapaklarıma yerlerini bulmalarını tembih ettim. gözlerim ıslandı ve rahatladı. sonrasında göz kapaklarımı artık taşımaz olduğumda, içime doldurduğum nefesin, yani boşluğun, burun kanallarımdan geçip nasıl da alnımda dağıldığını, ve alnımda dağılan nefesin nasıl da simetriyle burnumdan etrafıma dağıldığını hayretle izledim. nefesimin havada kalan o zarif dalgasının izini görebiliyordum sonraları göz kapağımda. burada gördüğüm bir şeyler var diye geçti içimden. burada görmekten keyif aldığım bazı şeyler var diye geçti içimden. etrafını saran nefesimi izlemeye koyuldum, renksizdi. göz kapaklarımı tutmuyor, bırakıyordum, hafifti. ellerimi, bacaklarımı, olduğum mekanı unutmuştum. nefeslerin boşlukta saçılışını bir mucizeyi izler gibi seyre dalmışken, bir mağara ağzında durduğumu gördüm birden. ardımda geniş bir mağara vardı beni içine çeken. karanlık ve derin bir mağara. bu düşünceyle dikkatim dağıldı, olduğum yeri hatırlamaya başladığımda, burnunun ucu sesi sınıfta hoca, burnunun ucundan başlıyorsun nefes almaya. zihnime dolmaya başlamıştı yine aldığım nefesler. birden açıklığa çıktığımı, uzun süredir mağaradan uzaklaştığımı, açıklıkta bir süredir kendi kendime kaldığımı farkettiğimde yaşadığım iç huzurunu unutmak istemiyorum. uzunca bir süre benimle kalsın o an içimde. doğru mu meditasyon bu mu bilmiyorum ama, benim için meditasyon mağarama yolculuk oldu ilk deneyimimde.";"11.05.2016 10:57";"11.05.2016 11:11"
"51706070";"meditasyon";"darksoul";"29983";"share report vote";"Evet";"0";"0";"(bkz: headspace)";"27.05.2015 15:55";""
"51941966";"meditasyon";"melanous";"453253";"share report vote";"Evet";"2";"0";"düzenli koşmak beden için ne ise düzenli meditasyon yapmak da beyin için o.";"04.06.2015 16:45";""
"39230882";"meditasyon";"okur okumaz";"1267485";"share report vote";"Evet";"0";"0";"uzun süredir denemeler yaptığım ancak tam olarak trans haline geçmeyi başaramadığım etkinlik. uzun ve zor bir süreç olduğunu biliyorum ve denemeye devam ediyorum.";"26.12.2013 15:51";"01.04.2014 02:17"
"52873293";"meditasyon";"baldirdas";"826815";"share report vote";"Evet";"1";"0";"kelimelerle anlatılamayan içsel yolculuk. kendini, varlığını tanıma sanatı.";"03.07.2015 22:15";""
"53024961";"meditasyon";"sister blister";"535325";"share report vote";"Evet";"2";"0";"nihayet gerçekten faydasını görebildiğim şey.";"09.07.2015 01:19";""
"32536892";"meditasyon";"usturasizkemall";"1204243";"share report vote";"Evet";"0";"0";"""derin düşünme"" manasına gelen eylem. bu tanımdan yola çıkarak bizde yaygın olmaması normal görülebilecek olan zihinsel teknik.";"10.03.2013 15:24";""
"37160913";"meditasyon";"duel";"1243849";"share report vote";"Evet";"0";"0";"(bkz: yemek yapmak) (bkz: örgü örmek) (bkz: ders çalışmak)";"23.09.2013 21:08";""
"29713993";"meditasyon";"secim";"491045";"share report vote";"Evet";"3";"0";"su katılmış bir materyalist olarak yargı ve düşünce olmaksızın deneyimlenen yaşamın, varlığı huzurla doldurma adına inanılmaz yoğun bir enerji sarfettiğini iddia eder, daha doğru bir deyişle var oluşu boş bir zihinle izleyen kişinin beyninin evrimsel bir şans gereği dingin huzurla dolacağını müjdelerim. -rin tin tin-";"09.08.2012 00:41";""
"31164092";"meditasyon";"mouse sanitary pad";"582000";"share report vote";"Evet";"0";"0";"http://www.meaning-of-life010.com/…r-beginners.html";"03.12.2012 09:30";""
"6904609";"meditasyon";"hybridus";"25317";"share report vote";"Evet";"1";"0";"sadece lo$, sessiz ortamlar degil: kendi ice donusu kolaylastiran baska ortamlarda da cok rahatca yapilabilmektedir. mesela gunesin dogusu sirasinda, her ne kadar hava serince olsa da, acik havada bunu izlerken cok daha rahatca meditasyon yapilabilir. buna benzer sekilde durgun bir suya sabah yapraklardan dusen çiğ taneciklerinin olusturdugu dalgalar da meditasyonu kolaylastirabilmektedir*";"18.02.2005 07:48";""
"6936080";"meditasyon";"zaco";"73892";"share report vote";"Evet";"2";"0";"sims 2 'de karakterin üzerine tıklayınca açılan seçeneklerden biri.. seçince eleman yere oturup çok gerçekçi bi şekilde meditasyon yapıyor*..";"22.02.2005 11:50";"22.02.2005 11:51"
"11162948";"meditasyon";"kumrengi";"92511";"share report vote";"Evet";"0";"0";"http://meditasyon.8m.net/ http://www.meditasyonyapalim.com/…ult.aspx?pid=4793";"29.08.2007 02:04";"29.08.2007 02:10"
"8642041";"meditasyon";"lawsonia";"55418";"share report vote";"Evet";"1";"0";"(bkz: osho)";"04.12.2005 23:18";""
"11683560";"meditasyon";"ates";"37701";"share report vote";"Evet";"5";"0";"kendini analiz etme. lakin zorluğu bilinçaltından gelen ve kişinin değer yargıları, inançları, süperegosuyla çelişen düşünce ve dürtülerle karşılaşıldığında durumla başa çıkmakta: bu durumda aynı psikoterapideki gibi geri çekilme, savunma mekanizmaları devreye girebilmekte, dolayısıyla bir danışman olmadan yada sağlam kaynaklardan bu işin nasıl gelişeceği öğrenilmeden bir yere kadar ilerlenebileceğini düşünüyorum. kanımca psikanaliz bu meditasyon halinin süperego olarak terapisti kullanan ve aktarımları savunmaları dirençleri ona yükleyen hali, bu açıdan da psikanaliz ve diğer çağrışımlı terapileri taşıma suyla değirmen döndürmeye benzetebiliriz. bununla beraber süperegonun ego ve idin çevrenin de etkisiyle canına okuduğu durumlarda sanırım terapist gerekli oluyor. lakin psikanaliz ve meditasyon fiber optikle bakır telefon hattı gibi, bilgi akışı birinde çok daha yoğun. freudun da psikanalizde doğudaki meditasyon uygulamalarından esinlendiğini düşünmekteyim.";"16.11.2007 23:28";""
"79343314";"meditasyon";"gulbesekericoksevdimde";"1299123";"share report vote";"Evet";"1";"0";"telefonuma uygulamasını indirdim. 5 gündür de yapmaya çalışıyorum. hiç bilmediğim bir şey bu. henüz tam olmuyor, tam konsantre olamıyorum. ama bu bir an da hooop öğrendim diye ortaya çıkarılacak bir şey olmadığı gibi meditasyonun (nefes tekniklerini doğru öğrendikten sonra) kişisel bir gidişatı var bence. ben de öğrenmeye çalışıyorum. meditasyonu sürekli hale getirmek gerek. sigarayı bıraktım, meditasyon öğrenmeye çalışıyorum, vitamin takviyeleri alıyor, yürüyüş ve küçük sporlar da yapmaya başladım. bunların bana bir faydası olur herhalde. artık bir fayda göremezsem dükkanı kapatıp gideyim ben.";"19.07.2018 16:25";""
"79790335";"meditasyon";"mukatta";"535304";"share report vote";"Evet";"7";"0";"sıradan düşüncede, zihnin her yere gitmesine izin verilir: tefekkürde yalnızca tek bir yöne gitmesine izin verilir, tüm diğer yönler kesilir. yoğunlaşmada, tek bir yöne gitmesine bile izin verilmez: yalnızca tek bir noktada yoğunlaşmasına izin verilir. ve meditasyonda, zihne hiç izin verilmez. meditasyon zihinsizdir. tefekkür / yoğunlaşma / meditasyon... arasındaki farklar...";"01.08.2018 11:39";"01.08.2018 11:40"
"85463119";"meditasyon";"minnoklokumcuk";"1364547";"share report vote";"Evet";"4";"0";"ağaç yaşken eğilir";"13.01.2019 12:59";""
"85725043";"meditasyon";"rinnegan";"1018192";"share report vote";"Evet";"30";"0";"ne olduğunu ya da ne olmadığını, ajahn chah güzel bir biçimde anlatır. ""hiçbir şey olmaya çalışma. kendini hiçbir şey haline getirme. meditasyon yapan kişi olma. aydınlanma. oturduğunda bırak öyle olsun. yürüdüğünde bırak öyle olsun. hiçbir şeyi kavrama. hiçbir şeye direnme."" ""zihnini şu anda tutmaya çalış. her ne gelirse gelsin, sadece seyret. onu serbest bırak. düşüncelerden kurtulmaya bile çalışma. sonra zihin doğal haline ulaşacaktır. iyiyle kötü, sıcakla soğuk, hızlıyla yavaş ayrımı olmadan. ben ve sen yok, kişi bile yok. sadece olan var. soyutlanmaya veya inzivaya gerek yok. her nerdeysen, kendini doğal ve izleyici halde tanı. şüpheler gelirse, onları seyret ve serbest bırak. çok basit, hiçbir şeye tutunma. bu bir yolda yürümek gibidir. kimi zaman engellere çarparsın. lekelerle karşılaşırsan sadece onlara bak ve onları serbest bırakarak geç. çoktan geçmiş olduğun engelleri düşünme. daha görmediğin şeyler hakkında endişelenme. şu ana tutun. yolun uzunluğuyla veya hedefle ilgilenme. herşey değişmektedir. geçtiğin şey her ne olursa olsun ona bağlanma. zamanla, zihin bu davranışların otomatik olduğu doğal dengesine kavuşacaktır. herşey kendi başlarına gelecek ve kendi başlarına gidecek. bu süreçte bir yere varmaya çalışma. özgür olma veya aydınlanma arzusunun ta kendisi özgürleşmene engel olacaktır. kendini ne kadar zorlarsan zorla, gecelerini gündüzüne kat, zihninde başarma arzusuyla yola çıkarsan asla barışı yakalayamazsın. bu arzunun enerjisi şüphelerinin ve huzursuzluğunun sebebi olacaktır. ne kadar uzun veya çok çabalarsan çabala, arzudan bilgelik doğmaz. işte bu yüzden, sadece bırak olsun. zihni ve bedeni dikkatle seyret, ama birşey başarmaya çalışma. aydınlanma kavramına bile bağlanma.""";"20.01.2019 17:00";""
"72131106";"meditasyon";"murphy kanunlari gibi kokan hayat";"1548147";"share report vote";"Evet";"10";"0";"meditasyon`un yaraticiliga etkisi uzerinde cok guzel david lynch , konusmalari.";"15.11.2017 02:11";""
"74086859";"meditasyon";"sosyalist derebeyi";"1800383";"share report vote";"Evet";"1";"0";"''etkisi en fazla bir saat sürer'' denmiş. yalandır. 20 dakikalık meditasyonun etkisi bütün gün sürmektedir. tabii bizimkisi dini biraz. belki yoğunlaşma farkı vardır. not: theravada budist.";"08.02.2018 19:51";""
"74617789";"meditasyon";"damdanakan";"638109";"share report vote";"Evet";"2";"0";"hayat kurtarır. aylarca kendi başıma yapmayı denedim, pek yol katedemedim. sonra calm adında ücretli bi uygulama indirdim. benim ilacım telkinli, yönlendirmeli meditasyonmuş. başta zor tabii ama şu an hayatı benim gözlerimle görmenizi isterdim. o kadar duru, o kadar sade ve güzel ki.";"01.03.2018 19:11";""
"90303657";"meditasyon";"yorungeden cikan uydu";"1707180";"share report vote";"Evet";"5";"0";"meditasyon, zihni ve bedeni bir bilim insanı gibi yargılar ve değerlendirmeler olmadan gözlemlemektir. orada olmaktır! insanlar genelde meditasyon sırasında zihinlerine gelen kötü düşünceleri öteler, savaşır: kendilerini huzurlu eden iyi düşünceleri kabul ederler. fakat ötelenen, istenmeyen her düşünce zihinle savaşır hale gelir. onları öteledikçe onlar gün yüzüne çıkmak ister ve zihni daha çok yorar. ister kötü ister iyi doğası gereği zihin sürekli düşünce üretir. hiç durmayan bir makine gibi. meditasyon sırasında yapılması gereken bu düşünceleri kabul etmek onlara yer açmaktır. bu yapılırsa, kötü düşüncelerin tıpkı iyi düşünceler gibi bir imge olduğu fark edilir edilmez önemlerini yitirirler. bu ana farkındalık denilebilir. meditasyon yeteneği geliştikçe bu farkındalık anları daha çok hayatta yer kaplar. susmayan zihniniz daha az dikkatinizi dağıtır.";"20.05.2019 12:30";"20.05.2019 12:35"
"93362558";"meditasyon";"timeonur";"2098647";"share report vote";"Evet";"0";"0";"meditasyon sadece antrenmandır. bazen zihni boşaltmak, bazen tam tersine bir konu üzerine odaklanmak, bazen rahatlamak, bazen farkındalık arttırmak, bazen kendini tanımak, bazen de ilişki kurmak için yapılan sayısız teknik barındıran bir alan. eğer meditasyon yapmak amaç haline gelir ruhsal yolculuk için yol olarak kullanılırsa kişiyi bataklık içindeki koyuna dönüştürür. yaşanılan hayata katkı sağlıyor, yaşam içinde kendimizi daha iyi tanımamıza yol açıyorsa faydalı olabilir. edit: ruhsal yol tüm öğretilerde usta - çırak ilişkisi ile gider. usta henüz yolcunun hayatına teşrif etmemişken elbette boş durulmaz ve yolcu kendi hakkında, varoluş hakkında araştırma devam eder. kişi meditasyon, yoga, semavi dinlerin gereklerini yapabilir. mesele şu ki meditasyondaki en büyük olacak farkındalık bütün bunların oyuncak olduğu ve gerçeğin kişinin sadece bir çocuk olduğu, manevî yolun bir olgunlaşma olduğuyla yüzleşmektir. bu anlaşılmadan sadece bataklıkta kalmaktır. bir ömür meditasyon yapmak bir ömür oyun oynamaktır. oyun iyidir ama rahatlamak için. ama olgunlaştırmaz. hakikati bilen ve tam aydınlanmış veya diğer kelime ile kemâlat sahibi usta olmadan durum daha vahimdir.";"01.08.2019 16:29";"03.09.2019 02:16"
"92903085";"meditasyon";"bakney sankore";"1791589";"share report vote";"Evet";"10";"0";"hayatımın en aydınlık evresi... hazzın, bilgeliğin, gerçek mutluluğun ve hayatın sanatı... daha üst bir öğreti tanımadım. bilmiyorum. bana 3 alanda çok faydası oldu. 1- korkularımı yendim. annemin ölümünden sonra başlayan panik atak düzeyinde korkularım vardı. hayatımı ele geçirmiş korkular vardı. ölüm korkusu vardı yüreğimde. şimdi çelik gibi korkusuzum. 2 senedir hiçbir şeyden korkmuyorum. ölüm bile beni korkutmuyor artık. tüm korkularımdan arındım. 2- egosuz olmaya çabalıyorum. tamamen egodan kurtulmuş değilim. mücadele etmeye devam ediyorum. 3- zihnimi kontrol etmeye çabalıyorum. zihin bir hapishanedir. biz zihinden çok daha fazlasıyız. zihin bizim değildir.";"21.07.2019 21:51";"21.07.2019 21:58"
"92664343";"meditasyon";"uyku mahmuru";"1956194";"share report vote";"Evet";"2";"0";"""bu kulaklar sayesinde duyuyorum bu gözler sayesinde görüyorum ben, bu gözlerin arkasındayım"" jayanti kripalani/meditasyon";"16.07.2019 02:48";""
"92292883";"meditasyon";"ayrikotu";"380939";"share report vote";"Evet";"2";"0";"bu konuda herkesin bir yöntemi olduğunu düşünüyorum. ben yıllarca aradım, huzuru thrash metalde buldum. gözlerimi kapatıp kendimi 10 dakika boyunca itlik serseriliğe veriyorum. sonrası mis, sonrası pamuk.";"07.07.2019 22:41";""
"91476217";"meditasyon";"reshad the lionheart";"1431148";"share report vote";"Evet";"4";"0";"geceleri headspace'i kullanarak yapmayi sevdigim ve siradisi bi ic dingilinligi verdigini dusundugum aktivite. ama bu gece denk geldigim meditasyon oyle manyak bisi cikti ki ne uyku kaldi ne dinginlik. sleeping meditations basligi altinda indigo gallery adinda bi secenek gorup ""bu neymis ya"" deme gafletinde bulundum. --- spoiler --- abi bir insan 45 dakika boyunca maviden bahsedebilir mi ya? renk olan mavi. 45 dakika. --- spoiler --- omrum boyunca sayisiz manyakliga denk gelmisimdir ama boylesine hic tanik olmamistim. bu meditasyondan daha saykodelik bi olay yoktur su dunyada. olamaz yani.";"20.06.2019 02:46";"20.06.2019 03:00"
