,date,rating,review,developerResponse.body
187,2020-05-05 13:54:12,5,"Excelente meditación, me relaje y pude dormir bien.","
¡Hola! Nos da mucho gusto que te hayas podido relajar y dormir bien. Esperamos que puedas seguir usando la app para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros
"
188,2020-04-28 04:26:20,5,Te relaja muchísimo,"
¡Hola! Nos da mucho gusto que te hayas relajado y te haya gustado. Esperamos que puedas seguir usando la app para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!

Paola - Felicidad de Miembros
"
189,2020-04-19 21:28:49,5,Creo que esto es lo que necesito,"
¡Hola, nos da mucho gusto saber que la app te ha sido de beneficio! Esperamos poder seguir aportando algo valioso a tu vida. ¡Que estés muy bien!
Paola - Felicidad de Miembros
"
190,2020-04-15 13:17:33,5,Es muy buena ami me gustaría tenerla con más acceso solo que por ahora no cuento con $$$ pero en cuanto pueda lo pagaría por año ya que es realmente útil te enseña muchas cosas y te relaja sientes una paz que realmente vale la pena pagarlo,"
¡Hola, muchas gracias por tu comentario! Te comento que en este momento de aislamiento tenemos contenidos gratuitos para nuestros miembros, puedes acceder aquí:
 https://meditopia.com/es/stayhome. También puedo ofrecerte una promoción si me escribes a hola@meditopia.com. ¡Que estés muy bien!

Paola - Felicidad de Miembros
"
191,2020-03-26 07:27:44,5,Espero tranquilizar mi mente,"
¡Hola! Esperamos poder contribuir a tu tranquilidad, te invitamos a seguir usando la app frecuentemente para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros
"
192,2020-03-24 21:00:10,5,Me encanto la aplicación me a ayudo mucho en la relación,"
¡Hola, nos da mucho gusto saber que la app te ha sido de beneficio! Esperamos poder seguir aportando algo valioso a tu vida. ¡Que estés muy bien!

Paola - Felicidad de Miembros
"
193,2020-03-20 14:11:35,5,Esta es una de las mejores app que he usado para meditar,"
¡Hola Carmen, muchas gracias por tu comentario! Nos encanta que formes parte de la comunidad de Meditopia y esperamos que permanezcas con nosotros mucho tiempo. 
Si conoces de alguien que se pueda beneficiar de la app te agradeceremos nos recomiendes.  ¡Que tengas lindo día!
Paola - Felicidad de Miembros
"
194,2020-03-20 08:34:36,5,"Sus mensajes son muy positivos y sabio , me encanta , excelente app 👏👏👏👍","
¡Hola, nos da mucho gusto saber que la app te ha sido de beneficio! Esperamos poder seguir aportando algo valioso a tu vida. ¡Que estés muy bien!
Paola - Felicidad de Miembros
"
195,2020-02-26 12:58:27,5,"Meditasyonu günlük hayata geçirmeyi kolaylaştıran bir uygulama, çok sevdim.","Merhaba, meditasyonu sevmiş olman şahane bir haber! Soruların olursa bize her zaman merhaba@meditasyon.co adresinden ulaşabilirsin. Dilerim zihin beden dengeni bulduğun, bol içgörülü meditasyon deneyimlerin olur. Sevgiler, İpek - Üye Mutluluğu"
196,2020-03-13 01:47:23,2,BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BADo BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD,
197,2020-02-24 14:18:41,5,"Estou amando, acordo todos os dias impolgada para realizar as meditações! in love",
198,2019-12-23 02:42:22,5,Es justo lo que necesitaba,"
¡Muchas gracias por tus lindos comentarios! Para nosotros es un privilegio que nos permitas ser parte de tu día a día. Un cálido abrazo y nuestros mejores deseos. 

Paola - Felicidad de Miembros.
"
199,2020-02-06 16:10:56,4,Es corto siempre o irá aumentando .....??,"¡Hola! Espero que estés muy bien. Para poder resolver tu duda nos puedes escribir a hola@meditopia.com. ¡Saludos!
Paola - Felicidad de Miembros"
200,2019-12-20 14:55:20,5,"Me relaja escuchar las meditaciones, buen contenido, puedo dormir mejor despues de escuchar cada tema.","
¡Hola, muchas gracias por tu comentario! Nos encanta que formes parte de la comunidad de Meditopia y esperamos que permanezcas con nosotros mucho tiempo. 
Si conoces de alguien que se pueda beneficiar de la app te agradeceremos nos recomiendes.  ¡Que tengas lindo día!
Paola - Felicidad de Miembros
"
201,2019-12-03 21:26:02,5,"Si buscas comenzar a meditar, cómo en mi caso que nunca e meditado antes, está app te ayudará a entender y practicar al mismo tiempo lo que es meditar. Una herramienta que ayude a serenar el flujo descontrolado de pensamientos en el día a día realmente no tiene precio.
No dudes en obtenerla y sobre todo... USALA!",
202,2019-08-20 13:09:16,5,Te puedes calmar realmente,"¡Hola! Nos da mucho gusto que te hayas calmado y te haya gustado la app. Esperamos que puedas seguir usando la app para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros "
203,2019-08-18 12:05:20,5,Excelente contenido y agradable!,"¡Hola, muchas gracias por tu comentario! Nos encanta que formes parte de la comunidad de Meditopia y esperamos que permanezcas con nosotros mucho tiempo. 
Si conoces de alguien que se pueda beneficiar de la app te agradeceremos nos recomiendes.  ¡Que tengas lindo día!
Paola - Felicidad de Miembros
"
204,2019-07-26 01:32:16,5,"Lo cierto es que te sientes tan bien que se va haciendo adictivo y una práctica placentera de tu día a día, gracias por esta App 👌🏻🙏🏻",¡Gracias a ti por tus comentarios! Nos da gusto que la app sea de tu agrado. ¡Que tengas excelente día! Paola - Felicidad de miembros.
205,2019-07-14 13:38:31,5,"Me siento excelente al escuchar una de sus meditaciones, a cualquier hora del día me ayudan a sentirme más en calma, mejor del animo, en paz conmigo misma, gracias por todo 🌷","¡Hola! Nos da mucho gusto que te hayas sentido en calma y con paz. Esperamos que puedas seguir usando la app para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
206,2019-07-14 08:16:58,5,"Es una aplicación de esta diseñada para cada tema y conocerte cambiar pensamientos tos ideas y estados de ánimos negativos, aceptándolos y luego transformarlos","¡Hola, muchas gracias por tu comentario! Nos encanta que formes parte de la comunidad de Meditopia y esperamos que permanezcas con nosotros mucho tiempo. 
Si conoces de alguien que se pueda beneficiar de la app te agradeceremos nos recomiendes. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
207,2019-07-04 21:02:51,5,Me sentí muy bien muchas gracias,"¡Hola! Nos da mucho gusto que te hayas sentido bien y te haya gustado. Esperamos que puedas seguir usando la app para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
208,2019-07-03 21:16:26,5,Muy buena app,"¡Hola, muchas gracias por tu comentario! Nos encanta que formes parte de la comunidad de Meditopia y esperamos que permanezcas con nosotros mucho tiempo. 
Si conoces de alguien que se pueda beneficiar de la app te agradeceremos nos recomiendes. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
209,2019-06-29 15:16:02,5,Es muy eficiente y muy útil. Muchas Gracias!,"¡Hola! Nos da mucho gusto que te hayas gustado la app. Esperamos que la puedas seguir usando para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
210,2019-06-10 11:39:36,5,Recomendado al 100^,"¡Muchas gracias por recomendarnos! Nos da mucho gusto que la app te haya gustado. Esperamos que puedas seguir usandola para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
211,2019-05-18 18:56:16,5,Muy relajante para personas con vidas ajetreadas,"¡Hola Dariana, muchas gracias por tu comentario! Nos encanta que formes parte de la comunidad de Meditopia y esperamos que permanezcas con nosotros mucho tiempo. 
Si conoces de alguien que se pueda beneficiar de la app te agradeceremos nos recomiendes. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
212,2019-05-01 05:55:51,5,"Es muy buena aplicación y mas si sueles estar siempre cansado o frustrado ya que ayuda a relajarte,alistarte y acomodar tu cuerpo para dormir,","¡Hola marisoljaja! Nos da mucho gusto que te haya ayudado a relajarte y a descansar. Esperamos que puedas seguir usando la app para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
213,2019-04-05 04:44:36,5,Me relajo Muchísimo muy buena es decir si hay unos niveles qué hay que pagar pero lo gratis es muy bueno y muy buen contenido,"¡Muchas gracias por tu comentario! Nos alegra saber que te relajaste :) Te comento que puedes tener una cortesia de 2 semanas para probar la versión Premium si compartes la app con tus amigos. Esperamos que la puedas seguir usando para tener los beneficios de la meditación diariamente. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
214,2019-02-28 05:12:54,5,Me a encantado por que te ayuda a que la meditación se vuelva un hábito en tu vida. Cada día te van introduciendo de manera gradual y día a día vas notando los cambios en todos los aspectos de tu vida. Excelente aplicación gracias,"¡Hola cmgonza83! ¡Que bueno que te ha sido de beneficio y que has notado cambios en tu vida! Nos alegra mucho y esperamos poder seguir acompañando tus meditaciones. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
215,2019-03-06 17:58:22,3,"Comencé a practicar la meditación en esta App y me ayuda demasiado, creo que es la mejor forma de aprender a meditar; pero no se que pasa con la application, siempre me aparece que  que tengo que ir a modo ""fuera de línea"" porque no detecta la conexión de internet, intente actualizarla, y sigue igual, también intente desinstalarla y volver a instalar y tampoco funciono 😢 paso lo mismo en mi celular anterior","¡Hola Peytón! ¡Nos alegra saber que la app te ha sido de beneficio!. Para ayudarte a solucionar el problema técnico por favor escríbeme un correo a: hola@meditopia.com. ¡Que tengas lindo día!
Paola - Felicidad de Miembros"
216,2019-02-16 11:59:25,5,Brutal 😘😘,"¡Que bueno que te ha gustado! Esperamos que te sea de mucho beneficio. ¡Que estés muy bien! :)
Paola - Felicidad de Miembros"
217,2019-02-16 05:31:32,5,Buenisimaaa,"¡Nos alegra mucho saber ésto! Esperamos que te siga siendo de mucho beneficio! ¡Que estés muy bien!
Paola - Felicidad de Miembros"
218,2019-02-04 21:10:23,5,Beğendim. Kolay bir uygulama istediklerini çok bulma gibi bir imkan sağlıyor.,"Çok saol beğenin için. Dilerim her zaman kolaylıkla kullanırsın. Sevgiler, Seher - Üye Mutluluğu"
219,2019-02-02 22:19:30,5,"Ahora me siento más relajada que antes comoda,libre sin estrés 

Estoy muy orgullosa de tener este App","Que maravilloso! Gracias por compartir esto con nosotros. Espero que la app siempre continuará ayudarle! Si podemos hacer alguna cosa para mejorar su experiencia aun más, por favor envienos un mensaje.
Sinceramente,
Zeynep - Felicidad de Miembros"
220,2019-01-28 11:19:56,5,Excelente app me gusta y me motiva a seguir todos los días..!,"Es increible aprenderlo! Espero que la app siempre le motivará todo que quiere hacer :)
Sinceramente,
Zeynep - Felicidad de Miembros"
221,2019-01-08 20:14:42,5,"Es la mejor app que me e descargado, me relaja y me ayuda con mis emociones la amé 💕","Perfecto! Espero que la app siempe le ayudará en estas maneras y más :)
Sinceramente, 
Zeynep - Felicidad de Miembro"
222,2019-01-06 15:59:13,5,Recomendada,"¡Hola Jesús! Nos da gusto saber que te ha gustado, esperamos te sea de mucho beneficio. ¡Que estés muy bien!
Paola - Felicidad de Miembros"
223,2019-07-21 14:43:17,5,When me and my cousin couldn’t sleep we found this app it’s the best app alive no wonder it’s a 5 star app.THANK YOU 🙏,"Thank you so much for your great comment :) We are really happy that you enjoy the app. Wish you great day! All the best, Seher - Member Happiness"
224,2017-10-19 04:50:37,1,"Uygulama bir haftalık ücretsiz deneme süresinden sonra ücret alacak diye anlamıştım. Meğer aylık abone yapıp her ay ücret alıyormuş. Hiç hoşuma gitmedi bu sürpriz. Neyse ki emali farkettim de aboneliği iptal ettim. Uygulamayı hiç kullanmamıştım. Para çektiklerini görünce açtım uygulamayı, abone olmak ister misiniz gibi bir sayfa çıktı. Herhalde ek abonelikler? 

Bir diğer sorun, bu uygulamayı indirdiğimden beri reklam ve promosyon emailleri gönderiyorlar. Uygulamayı pek kullanmadım, bir iki dakikasını dinledim. Konuşma tarzları çok rahatsız edici. Profesyonel spikerler okusaymış keşke. 

Ayrıca bir defa duymanın yeterli olacağı bilgi verici konuşmaları her akşam dinleyeceğim bir kayıtta tercih etmem.",
225,2020-11-19 19:29:40,4,"Hey, found this app through the YouTube channel DissociaDID. Pretty good app and glad they recommended it! (I struggle with anxiety depression and panic induced psychosis btw)","Hello! We are glad that you found us! Hope you find the best meditations for yourself and feel better soon. Please reach us through hello@meditopia.com if you need any assistance about meditation or the app itself. Have an amazing day! All the best, Ezgi- Member Happiness"
226,2020-04-06 16:00:23,1,Beware!!! This app will automatically charge you $59.99 for a year subscription without your approval,"Hello, it is great to hear that you are interested in meditation :) In order for us to check your membership status, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
227,2020-03-19 08:29:08,1,"Too breathing oriented and just hard to get into. Not worth $59.99.

EDIT: I appreciate the quick response. I used to be a highly functioning lucid dreamer (averaged 4 times a week, over half long lasting) but age and medication have me at hit and miss level with less vividness and only a handful per year lasting more than a “perceived” 15 minutes (20-25 years ago I could lucid dream on command after an initial “prime sleep” period of 2-4 hours). I miss “levitating” off my bed into that dream state which I could hold for as long as a perceived one or two hours . I thought meditation might build up my sleep muscles but I’m not sure I have the discipline.","Hello, first of all, thank you very much for your interest in Meditopia! Meditation definitely helps us bring back the discipline. There are some books about lucid dream and dream yoga. Also there are documentaries to check. They can help you regain your power :) If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. All the best, İpek - Member happiness"
228,2020-02-20 01:44:00,1,They are about to charge me $59.99 and I cannot find a way to cancel. Help me cancel please!!,"Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
229,2020-01-05 14:54:24,1,"Installed the app via a link on YouTube that had the word FREE next to the app icon. There is a trial period that you have to cancel in order to avoid being charged a $60 yearly membership. However, there is no way to cancel the trial, the subscription isn’t viewable in iTunes/app store subscriptions, and the developer provides no clear way to opt out of the trial before being charged. Total scam!!","Hello, it is great to hear that you tried meditation with Meditopia. In fact, we have both free and paid memberships. As the name applies, there is no payment in the free membership. You do not have to cancel a free membership to prevent a payment, it is free forever. If you subscribed to Premium membership and wanted to cancel, please let us know via hello@meditopia.com. We will help you for the cancellation  process. All the best, İpek - Member Happiness"
230,2019-11-14 21:42:38,1,Not worth it.,"Hello, wish you a nice day! You can find more than 350 meditations in our app and stay tuned with present which helps us to release the body. I am glad you do meditation as well. If you have any questions, you can always reach us via hello@meditopia.com All the best, Seher - Member Happiness"
231,2019-07-26 02:56:23,1,"So I downloaded this and it was a SEVEN day FREE trial, then after that 7th day or the day of they are supposed to charge me $60 not the day before. I was originally going to cancel right before that.... but obviously without my permission I was charged the money for the whole year.... I cancelled my subscription. And I want my $60 back 🤮","Hello, sorry for your situation. Payments are taken when the 7th day finishes. This is automatically done by Apple Store. For sure, you can ask refund from Itunes. If you send mail to hello@meditopia.com, we can send you the steps. Wish you greta day! All the best, Seher - Member Happiness"
232,2019-05-09 02:01:28,5,"So well done, I couldn’t sleep then I was in YouTube and I find this app,it’s awesome I could sleep and I can sleep again.Thank You","So great to see your comment :) Thanks for sharing. Hope every meditation makes you feel better. Wish you a great day! All the best, Seher - Member Happiness"
233,2021-03-03 04:02:24,5,I was agitated and felt frustration creeping up. I did a breathing exercise that took less then 20 seconds tans now I feel less agitation and frustration.,
234,2019-02-09 06:03:02,1,"Be careful with this APP, after using it for a few days, when opening the app a pop-up note of the application appears that shows that there is an offer of $ 1, I click on the offer option mentioned, ask for my fingerprint and I receive a notification of a charge for $ 59.99 from my bank, this application uses deceptive methods to make you buy the subscription without giving you any offer. Hope I can get my money back.","Being aware and being careful are two of the goals of meditation. I am glad you are careful but maybe you have touched the wrong button so that normal membership has started. With 1 $ promotion, you can use the app for 30 days only paying 1 $, after 30 days finish, yearly membership starts and the fee charges at that time. Before giving the last confirmation, it is crucial to read the page carefully. But don't worry, we are here to make our members happy and we provide the refund for sure. If you can write to hello@meditopia.com, I can help you with the steps. Wish you a great day! All the best, Seher - Member Happiness"
235,2017-02-09 21:08:17,1,"5 yıldız verenlerin hepsi komisyon alıyor sanırım. Hipnotik Nlp uygulamasıyla kıyaslanamaz bile. Sakın para falan vermeyin, indirmeyin. Hayatımda bu kadar işe yaramaz bir uygulama görmedim. Verdiğim paranın bir kuruşunu bile hak etmiyor. YouTube'ta bile buradakilerden daha iyi meditasyon uyku sesleri var. Yazık...",
